dataset,embA,evalTypeA,embB,evalTypeB,rho,pearsons,rho_pairs,ds_pairs
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.7337668161864381,0.7597492067105994,335,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.7993254852742763,0.8344961648261229,335,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.7967311215183186,0.8199514463788443,333,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.7762268989399342,0.7996975418613229,335,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.39469428123018113,0.48359524044638,332,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.712378431747138,0.6806301217211892,332,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.6621602745842436,0.698527768422204,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.7924976675107143,0.8211364811370808,335,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.5430150973847756,0.5896693081289525,275,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.46150000056179885,0.4799295504350973,333,353
EN_WS-353-ALL.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.6340545399890776,0.6731141260868303,324,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.5582143951135635,0.5809826732667213,326,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.4693705017504327,0.5187062207080823,328,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.4979481005459641,0.49725942135118273,351,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.4530231275719397,0.44926414459818204,328,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.678140507749029,0.663029967585557,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.5150073257494182,0.5543645710974054,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.25846073372253753,0.1715192079015453,351,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,0.6652403206326181,0.6962803607524555,333,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,1.0,1.0,351,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.6348887828927197,0.6419412378595813,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.37733611650276444,0.38915652440381915,328,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.6031308699136186,0.6068072325025666,351,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.6065630397769126,0.6535946073139867,351,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.6364958583123362,0.6434397175384574,332,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.6517155820126546,0.6567420116003957,351,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.34311155780735053,0.4123375916755271,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.7070977996389047,0.6887626825969587,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.4781690553117967,0.4934683979089123,326,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.5808748240617047,0.6139977771450937,333,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.48314109906925157,0.5156795106227748,279,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.6222748744700102,0.6368153845687835,351,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.45869863848425085,0.49337889407307867,322,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.51741183182573,0.5384797296206274,325,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.39274701963823944,0.43214565467330934,327,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.44658038286094837,0.4532854094091805,349,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.41152845537736316,0.434321240548978,327,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.7561694046372173,0.8497507148356477,349,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.5301257840546113,0.721568487345814,347,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.23649685335266593,0.10045161367066596,349,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,0.5752321532706854,0.5844275203780245,332,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.6348887828927198,0.6419412378595812,349,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,1.0,1.0,349,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.3670237456040907,0.3907113927379489,327,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.5964986149005382,0.5911842795974471,349,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.5556204216378431,0.5722375142606229,349,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.6390176534227329,0.6375214687423391,332,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.6339258416978276,0.6247904066721622,349,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.45891191728976516,0.5604783608534262,349,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.7545176242872935,0.8456825411718651,349,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.4542609506069027,0.47171160431358383,325,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.5520410927208884,0.5872238563826151,332,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.45835787022740726,0.5559645047347508,279,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.5290943828266261,0.5316863370302398,349,353
EN_WS-353-ALL.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.398428190408017,0.46338417844990915,321,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.5760592267694475,0.6609749052877573,313,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.6855380375103332,0.7437348434806503,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.45082405826384886,0.5428968039682984,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.7340069852906188,0.7784323170535844,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.4043824188466049,0.40675917844688336,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.6337639450468687,0.5395302224096222,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.24441387955440955,0.26741564207927904,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,0.46750176314870945,0.5249830438371665,314,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.3773361165027646,0.3891565244038191,328,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.36702374560409057,0.3907113927379489,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,1.0,1.0,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.5075939448793488,0.5658403902390987,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.4860206533395512,0.5613745539489107,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.44365263657401666,0.5081084046030405,312,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.5178516599957625,0.5667298504836885,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.21769813648012037,0.3241380061391034,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.3889636199564103,0.40936430326252254,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.5578134496078987,0.6360376213155029,313,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.4967040408325668,0.56290102163092,314,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.4809648173050674,0.5466308515409355,269,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.25209680525043937,0.2447461867312037,328,353
EN_WS-353-ALL.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.6605916931324705,0.7298292718704362,314,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.6864132484632542,0.7292275056485673,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.6115645478218931,0.6609128491133454,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.7133066761313642,0.715958170450719,353,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.5641207371036006,0.6233571988050948,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.7592667807151323,0.6870915425431051,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.5708462352879904,0.5457604828958869,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.26775647099167366,0.24679606102012444,353,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,0.7337668161864381,0.7597492067105993,335,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.6031308699136185,0.6068072325025666,351,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.5964986149005382,0.5911842795974471,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.5075939448793487,0.5658403902390987,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,1.0,1.0,353,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.8975493725227122,0.8981117197111842,353,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.8514253977962019,0.8628323793889602,333,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.8110758791788745,0.8335222768753591,353,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.40461428278241374,0.4739826706217634,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.7616284449053379,0.7159928363149534,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.6290912822385436,0.6843796187735638,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.8615687159482897,0.8635209424373467,335,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.46434577491114676,0.5266972788992119,279,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.4296290995478255,0.43372066039782253,351,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.6097813799692632,0.6740939324719194,324,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.7146764674288135,0.7634649280404102,327,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.6975929147334747,0.7420637635886548,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.6937532720183128,0.7133077635470843,353,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.5784282444961917,0.6319080380713552,330,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.7506395671430286,0.6863043023620962,349,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.538389211581335,0.5479007570030311,347,353
EN_WS-353-ALL.ws.tab,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.2815080188490081,0.24809904596552676,353,353
